门客生活,现金流断裂/行业竞争,2018-01-01,2019-07-11,1/6/10,电子商务,浙江,尚未获投
微财富,政策监管/法律法规风险,2012-04-01,2019-06-28,7/2/27,金融,上海,尚未获投
名校贷,政策监管/法律法规风险,2013-12-01,2019-06-27,5/6/26,金融,上海,A轮
宝象金融,政策监管/法律法规风险,2015-03-01,2019-06-25,4/3/24,金融,上海,战略投资
易票网,现金流断裂,2014-09-01,2019-06-24,4/9/23,金融,四川,A轮
大马网,市场伪需求/商业模式匮乏,2012-10-01,2019-06-21,6/8/20,医疗健康,广东,尚未获投
爱投资,None,2013-01-01,2019-06-14,6/5/13,金融,北京,战略投资
闲鱼懒猫,商业模式匮乏/行业竞争,2017-11-01,2019-06-13,1/7/12,游戏,上海,天使轮
诺米宝,政策监管/法律法规风险,2015-07-01,2019-06-13,3/11/12,金融,北京,尚未获投
银驾网,烧钱/行业竞争,2015-09-01,2019-06-13,3/9/12,汽车交通,北京,天使轮
快乐智慧科技,业务过于分散/融资能力不足/转型问题/行业竞争,2015-09-01,2019-06-12,3/9/11,智能硬件,北京,A轮
比特易,None,2017-10-01,2019-06-10,1/8/9,金融,北京,战略投资
金信网,None,2013-12-01,2019-06-06,5/6/5,金融,北京,尚未获投
青苹果健康,商业模式匮乏,2013-08-01,2019-06-04,5/10/3,医疗健康,上海,B+轮
浩沙健身,None,1997-08-01,2019-06-04,21/10/3,体育运动,北京,尚未获投
鹅妹纸英语,None,2016-06-01,2019-06-01,3/0/0,教育,上海,尚未获投
街报,市场伪需求/商业模式匮乏,2015-06-01,2019-06-01,4/0/0,电子商务,北京,种子轮
不一,商业模式匮乏,2016-05-01,2019-06-01,3/1/0,本地生活,浙江,种子轮
卡漠物流,None,2015-01-01,2019-06-01,4/5/0,物流,陕西,尚未获投
TableLife壹桌网,市场伪需求/商业模式匮乏/产品入场时机,2015-04-01,2019-06-01,4/2/0,本地生活,上海,A轮
坚果理财,None,2015-11-01,2019-06-01,3/7/0,金融,上海,尚未获投
欢腾时刻,None,2015-05-01,2019-06-01,4/1/0,游戏,北京,A+轮
翊凡在线囧8,现金流断裂/融资能力不足,2015-04-01,2019-06-01,4/2/0,社交网络,北京,天使轮
早医挂号e陪诊,业务调整,2015-01-01,2019-06-01,4/5/0,医疗健康,北京,尚未获投
人人坊,政策监管,2018-01-01,2019-06-01,1/5/0,金融,北京,天使轮
人才易,产品入场时机,2015-08-01,2019-06-01,3/10/0,企业服务,北京,天使轮
宜比优,政策监管,2015-08-01,2019-06-01,3/10/0,金融,河北,尚未获投
WearElf穿戴精灵,市场伪需求,2015-01-01,2019-06-01,4/5/0,智能硬件,北京,尚未获投
欢旅金服,None,2016-01-01,2019-06-01,3/5/0,金融,上海,尚未获投
好友钱,市场伪需求/政策监管/法律法规风险,2015-05-01,2019-06-01,4/1/0,金融,北京,天使轮
蚁匠,现金流断裂/行业竞争,2015-12-01,2019-06-01,3/6/0,本地生活,北京,天使轮
跨域科技,None,2015-02-01,2019-06-01,4/4/0,企业服务,浙江,尚未获投
考拉班车,行业竞争,2015-03-01,2019-06-01,4/3/0,汽车交通,北京,已被收购
摇啊摇零食网,None,2015-01-01,2019-06-01,4/5/0,电子商务,北京,尚未获投
UBUS快巴科技,None,2015-07-01,2019-06-01,3/11/0,汽车交通,浙江,天使轮
美贝网,商业模式匮乏/行业竞争,2015-07-01,2019-06-01,3/11/0,文娱传媒,浙江,天使轮
天助婴才,None,2015-11-01,2019-06-01,3/7/0,教育,吉林,尚未获投
初夏时光,市场伪需求/商业模式匮乏,2015-07-01,2019-06-01,3/11/0,社交网络,江苏,天使轮
金柚金服,None,2017-12-01,2019-06-01,1/6/0,金融,浙江,尚未获投
七只考拉,产品缺陷严重/产品入场时机/烧钱/融资能力不足,2017-03-01,2019-06-01,2/3/0,本地生活,北京,A轮
晒油网,市场伪需求,2017-09-01,2019-06-01,1/9/0,电子商务,浙江,种子轮
去乐购,None,2015-01-01,2019-06-01,4/5/0,电子商务,四川,尚未获投
壹吉购,烧钱/现金流断裂/融资能力不足,2015-02-01,2019-06-01,4/4/0,电子商务,北京,A轮
乐跑屋,None,2015-05-01,2019-06-01,4/1/0,体育运动,四川,尚未获投
原油指数,商业模式匮乏/业务过于分散,2016-01-01,2019-06-01,3/5/0,金融,上海,尚未获投
阅界APP,商业模式匮乏,2013-04-01,2019-06-01,6/2/0,文娱传媒,北京,尚未获投
财经日历,商业模式匮乏/业务过于分散,2016-01-01,2019-06-01,3/5/0,金融,上海,尚未获投
神奇百货,市场伪需求/商业模式匮乏,2015-06-01,2019-06-01,4/0/0,电子商务,广东,A轮
尺寸,商业模式匮乏,2016-07-01,2019-06-01,2/11/0,电子商务,上海,尚未获投
犀牛小姐,商业模式匮乏,2015-05-01,2019-06-01,4/1/0,电子商务,北京,天使轮
口袋自考,商业模式匮乏,2015-07-01,2019-06-01,3/11/0,教育,北京,天使轮
小牛学社,None,2016-01-01,2019-06-01,3/5/0,教育,北京,尚未获投
倾城派,None,2015-04-01,2019-06-01,4/2/0,房产服务,江苏,尚未获投
物色APP,None,2016-01-01,2019-06-01,3/5/0,文娱传媒,北京,尚未获投
金盈所,None,2015-05-01,2019-06-01,4/1/0,金融,北京,尚未获投
创宏利,None,2017-04-01,2019-06-01,2/2/0,金融,福建,尚未获投
光速借款,None,2017-03-01,2019-06-01,2/3/0,金融,北京,尚未获投
嘀嘀配件,定价/成本问题,2015-07-01,2019-06-01,3/11/0,汽车交通,浙江,A轮
小丸子理财,None,2015-01-01,2019-06-01,4/5/0,金融,北京,尚未获投
梦想家Uhoem,行业竞争,2015-01-01,2019-06-01,4/5/0,房产服务,湖北,天使轮
安学网,None,2016-06-01,2019-06-01,3/0/0,教育,北京,不明确
影视网,市场伪需求,2016-02-01,2019-06-01,3/4/0,工具软件,北京,天使轮
玩转招聘,行业竞争,2015-08-01,2019-06-01,3/10/0,企业服务,江苏,尚未获投
朵信金融,行业竞争,2015-03-01,2019-06-01,4/3/0,汽车交通,上海,天使轮
兜哒玩具,定价/成本问题,2015-10-01,2019-06-01,3/8/0,电子商务,北京,天使轮
币赢网,None,2017-04-01,2019-06-01,2/2/0,金融,江苏,尚未获投
每日兼职,融资能力不足,2015-02-01,2019-06-01,4/4/0,企业服务,陕西,天使轮
CC车,None,2015-05-01,2019-06-01,4/1/0,汽车交通,北京,不明确
直播帝,定价/成本问题/营销不足,2016-01-01,2019-06-01,3/5/0,体育运动,北京,尚未获投
Yochat,市场伪需求/商业模式匮乏,2015-06-01,2019-06-01,4/0/0,社交网络,北京,尚未获投
轻触旅行,None,2017-07-01,2019-06-01,1/11/0,旅游,北京,尚未获投
医度健康,商业模式匮乏,2015-01-01,2019-06-01,4/5/0,医疗健康,北京,天使轮
职达文化,None,2015-08-01,2019-06-01,3/10/0,教育,上海,尚未获投
本地云,None,2015-02-01,2019-06-01,4/4/0,企业服务,北京,尚未获投
右脑人,市场伪需求/商业模式匮乏,2015-04-01,2019-06-01,4/2/0,社交网络,北京,天使轮
宠托托,None,2015-05-01,2019-06-01,4/1/0,本地生活,浙江,尚未获投
Logo酷,None,2015-08-01,2019-06-01,3/10/0,企业服务,北京,种子轮
进货宝,产品入场时机/烧钱,2015-04-01,2019-06-01,4/2/0,电子商务,北京,A轮
E间房,None,2015-06-01,2019-06-01,4/0/0,旅游,广东,尚未获投
蜗行旅游,None,2018-11-01,2019-06-01,0/7/0,旅游,河南,尚未获投
家园网,None,2015-08-01,2019-06-01,3/10/0,本地生活,北京,不明确
文峰华路,None,2015-05-01,2019-06-01,4/1/0,企业服务,天津,不明确
晒宝,None,2015-08-01,2019-06-01,3/10/0,电子商务,北京,尚未获投
空之国,业务过于分散,2017-01-01,2019-06-01,2/5/0,文娱传媒,浙江,天使轮
最生活zuivip,市场伪需求,2015-06-01,2019-06-01,4/0/0,本地生活,福建,天使轮
邻厨,市场伪需求/融资能力不足,2015-02-01,2019-06-01,4/4/0,本地生活,上海,天使轮
快马乐学,行业竞争,2016-01-01,2019-06-01,3/5/0,汽车交通,上海,天使轮
00,业务调整,2017-12-01,2019-06-01,1/6/0,企业服务,河南,尚未获投
爱房筹,政策监管/法律法规风险,2015-03-01,2019-06-01,4/3/0,房产服务,广东,A轮
洋葱范,产品入场时机/行业竞争,2015-09-01,2019-06-01,3/9/0,企业服务,浙江,天使轮
特买客,None,2015-04-01,2019-06-01,4/2/0,电子商务,广东,尚未获投
enjoy30秒发现好音乐,市场伪需求/商业模式匮乏/产品入场时机,2015-01-01,2019-06-01,4/5/0,文娱传媒,北京,天使轮
当妈啦网络,市场伪需求/商业模式匮乏/行业竞争,2015-06-01,2019-06-01,4/0/0,电子商务,北京,天使轮
人人趣学,None,2015-01-01,2019-06-01,4/5/0,教育,北京,尚未获投
嘚嘚,商业模式匮乏,2015-07-01,2019-06-01,3/11/0,社交网络,浙江,天使轮
米思晓科技Moment keyboard,商业模式匮乏/产品入场时机,2015-05-01,2019-06-01,4/1/0,工具软件,浙江,Pre-A轮
微溪金融,政策监管,2017-06-01,2019-06-01,2/0/0,金融,浙江,天使轮
投食儿,融资能力不足/行业竞争,2016-02-01,2019-06-01,3/4/0,本地生活,北京,种子轮
良医互联,融资能力不足/行业竞争,2015-07-01,2019-06-01,3/11/0,医疗健康,北京,天使轮
橙橙网络科技,None,2016-04-01,2019-06-01,3/2/0,新工业,广东,尚未获投
多啦衣梦,市场伪需求/业务调整/烧钱,2015-01-01,2019-06-01,4/5/0,电子商务,四川,A+轮
乐电充电,None,2015-01-01,2019-06-01,4/5/0,本地生活,浙江,尚未获投
嗨家网,烧钱/行业竞争,2015-06-01,2019-06-01,4/0/0,房产服务,上海,A轮
微记,None,2015-01-01,2019-06-01,4/5/0,工具软件,北京,尚未获投
莘荣投资,None,2015-12-01,2019-06-01,3/6/0,金融,北京,不明确
宅家里,None,2016-01-01,2019-06-01,3/5/0,社交网络,四川,尚未获投
广州图扑网络,市场伪需求,2015-09-01,2019-06-01,3/9/0,工具软件,广东,天使轮
爱哭网,None,2015-01-01,2019-06-01,4/5/0,医疗健康,上海,不明确
壹壹租车,烧钱/现金流断裂,2015-01-01,2019-06-01,4/5/0,汽车交通,北京,天使轮
跨无忧,市场伪需求,2015-05-01,2019-06-01,4/1/0,工具软件,湖北,天使轮
壹亩良田,None,2015-01-01,2019-06-01,4/5/0,金融,江苏,尚未获投
笑心盒子,市场伪需求,2015-10-01,2019-06-01,3/8/0,电子商务,北京,尚未获投
多金网,None,2015-01-01,2019-06-01,4/5/0,文娱传媒,北京,尚未获投
要嘛网络,None,2015-05-01,2019-06-01,4/1/0,企业服务,陕西,尚未获投
拍拍酱,市场伪需求/商业模式匮乏,2016-05-01,2019-06-01,3/1/0,电子商务,北京,天使轮
啊喔鹅,None,2015-04-01,2019-06-01,4/2/0,电子商务,北京,不明确
5A外包,None,2015-03-01,2019-06-01,4/3/0,企业服务,上海,尚未获投
瓜粉网,融资能力不足,2015-10-01,2019-06-01,3/8/0,电子商务,北京,尚未获投
铜仁生活网,None,2016-01-01,2019-06-01,3/5/0,本地生活,北京,不明确
世纪长鸿,None,2015-02-01,2019-06-01,4/4/0,广告营销,贵州,不明确
约财网,None,2015-01-01,2019-06-01,4/5/0,金融,上海,天使轮
听囊,None,2015-08-01,2019-06-01,3/10/0,文娱传媒,福建,尚未获投
11区,None,2015-08-01,2019-06-01,3/10/0,文娱传媒,浙江,不明确
oranbtc橙橙,商业模式匮乏,2016-04-01,2019-06-01,3/2/0,医疗健康,广东,尚未获投
车保姆,None,2015-07-01,2019-06-01,3/11/0,汽车交通,湖南,不明确
91抓娃娃,商业模式匮乏/现金流断裂,2017-10-01,2019-06-01,1/8/0,游戏,上海,天使轮
通宝文化,None,2015-02-01,2019-06-01,4/4/0,文娱传媒,山东,不明确
悟空单车,None,2016-09-01,2019-06-01,2/9/0,汽车交通,重庆,尚未获投
取资有道,政策监管/法律法规风险,2015-01-01,2019-06-01,4/5/0,金融,上海,天使轮
华泰金融,None,2015-04-01,2019-06-01,4/2/0,金融,上海,尚未获投
小鸣单车,烧钱/行业竞争,2016-07-01,2019-06-01,2/11/0,汽车交通,浙江,B轮
业务蜘蛛,市场伪需求,2015-06-01,2019-06-01,4/0/0,企业服务,广东,天使轮
FUNJUST范加科技,行业竞争,2015-03-01,2019-06-01,4/3/0,电子商务,北京,天使轮
美美搭家居,None,2015-05-01,2019-06-01,4/1/0,房产服务,广东,尚未获投
三不租,None,2017-04-01,2019-06-01,2/2/0,房产服务,浙江,天使轮
小狗管家,None,2015-01-01,2019-06-01,4/5/0,本地生活,北京,尚未获投
宠呗宠物,None,2015-04-01,2019-06-01,4/2/0,本地生活,广东,天使轮
棒小店,商业模式匮乏,2015-12-01,2019-06-01,3/6/0,电子商务,湖北,尚未获投
发财猪,None,2015-06-01,2019-06-01,4/0/0,金融,广东,尚未获投
东西APP,商业模式匮乏,2015-09-01,2019-06-01,3/9/0,社交网络,北京,天使轮
中祎正脊,None,2015-12-01,2019-06-01,3/6/0,医疗健康,广东,尚未获投
链行,None,2016-05-01,2019-06-01,3/1/0,金融,上海,尚未获投
很帅的投资客,市场伪需求/商业模式匮乏,2015-01-01,2019-06-01,4/5/0,金融,北京,天使轮
助学优品,商业模式匮乏,2015-12-01,2019-06-01,3/6/0,金融,北京,天使轮
懂购网,None,2015-01-01,2019-06-01,4/5/0,电子商务,湖北,不明确
河马充电,行业竞争/产品入场时机/烧钱,2016-12-01,2019-06-01,2/6/0,本地生活,北京,天使轮
旅兔,None,2015-08-01,2019-06-01,3/10/0,旅游,浙江,尚未获投
大象人事,产品入场时机,2016-03-01,2019-06-01,3/3/0,企业服务,浙江,天使轮
必盈金融,None,2015-06-01,2019-06-01,4/0/0,金融,浙江,天使轮
点秋香按摩,商业模式匮乏,2015-01-01,2019-06-01,4/5/0,医疗健康,北京,已被收购
e陪诊,商业模式匮乏/产品入场时机,2015-01-01,2019-06-01,4/5/0,医疗健康,北京,已被收购
十一平米车养护,None,2015-03-01,2019-06-01,4/3/0,汽车交通,湖北,A轮
盖房子,None,2015-08-01,2019-06-01,3/10/0,电子商务,上海,尚未获投
拇指金融,None,2015-07-01,2019-06-01,3/11/0,金融,上海,尚未获投
蚂蚁圈,None,2015-05-01,2019-06-01,4/1/0,电子商务,广东,尚未获投
跨屏测,市场伪需求,2015-12-01,2019-06-01,3/6/0,工具软件,北京,尚未获投
陪你动,None,2016-05-01,2019-06-01,3/1/0,体育运动,上海,尚未获投
纳豆旅行网,None,2015-06-01,2019-06-01,4/0/0,旅游,辽宁,不明确
安徽秒秒科技,融资能力不足/行业竞争,2015-04-01,2019-06-01,4/2/0,企业服务,安徽,尚未获投
闪电快递,None,2015-07-01,2019-06-01,3/11/0,物流,北京,尚未获投
优练科技,None,2015-11-01,2019-06-01,3/7/0,智能硬件,北京,尚未获投
贯通金服,None,2016-03-01,2019-06-01,3/3/0,金融,上海,尚未获投
奔奔物流,None,2015-04-01,2019-06-01,4/2/0,物流,江西,尚未获投
Bomm维拓网络,市场伪需求/业务过于分散,2016-01-01,2019-06-01,3/5/0,社交网络,上海,尚未获投
一枚硬币,None,2015-02-01,2019-06-01,4/4/0,金融,北京,不明确
易联校园,None,2015-05-01,2019-06-01,4/1/0,广告营销,广东,尚未获投
37度保,None,2015-07-01,2019-06-01,3/11/0,金融,北京,不明确
易卡帮,市场伪需求,2015-09-01,2019-06-01,3/9/0,本地生活,四川,尚未获投
城市助手,None,2015-11-01,2019-06-01,3/7/0,本地生活,广东,尚未获投
壹工坊,None,2015-01-01,2019-06-01,4/5/0,文娱传媒,广东,不明确
华汽羽悦,None,2015-03-01,2019-06-01,4/3/0,汽车交通,北京,不明确
溜溜地球,市场伪需求,2015-07-01,2019-06-01,3/11/0,旅游,重庆,天使轮
e喊就来,None,2015-01-01,2019-06-01,4/5/0,本地生活,江西,不明确
动次科技,None,2015-12-01,2019-06-01,3/6/0,社交网络,北京,尚未获投
猿团网,商业模式匮乏/现金流断裂,2015-06-01,2019-06-01,4/0/0,企业服务,四川,天使轮
LZB科瑞特,None,2015-09-01,2019-06-01,3/9/0,文娱传媒,广东,尚未获投
奥凡互动,None,2015-07-01,2019-06-01,3/11/0,游戏,广东,尚未获投
得宝理财,None,2017-03-01,2019-06-01,2/3/0,金融,浙江,尚未获投
Grace格致,None,2015-07-01,2019-06-01,3/11/0,电子商务,四川,尚未获投
小右共享充电宝,市场伪需求/烧钱/现金流断裂/营销不足,2016-12-01,2019-06-01,2/6/0,本地生活,浙江,种子轮
呀比呀比,市场伪需求/商业模式匮乏/业务过于分散,2015-02-01,2019-06-01,4/4/0,社交网络,北京,天使轮
野兽体育,None,2015-08-01,2019-06-01,3/10/0,文娱传媒,四川,不明确
寻球团,None,2015-03-01,2019-06-01,4/3/0,体育运动,北京,尚未获投
悍途微电商,None,2015-03-01,2019-06-01,4/3/0,电子商务,浙江,尚未获投
我快到,行业竞争,2015-03-01,2019-06-01,4/3/0,物流,北京,尚未获投
GoFit心糖宝,定价/成本问题,2015-08-01,2019-06-01,3/10/0,医疗健康,北京,尚未获投
UUWORK莜莜网络,None,2015-02-01,2019-06-01,4/4/0,社交网络,上海,尚未获投
Color公寓,产品入场时机/烧钱/政策监管,2015-06-01,2019-06-01,4/0/0,房产服务,广东,A轮
泷升鑫,商业模式匮乏/现金流断裂,2015-08-01,2019-06-01,3/10/0,企业服务,四川,尚未获投
鲲哲信息,市场伪需求,2016-07-01,2019-06-01,2/11/0,智能硬件,上海,尚未获投
家脉科技,None,2015-03-01,2019-06-01,4/3/0,企业服务,广东,不明确
民商基金,None,2016-01-01,2019-06-01,3/5/0,金融,上海,尚未获投
异构空间,None,2015-12-01,2019-06-01,3/6/0,新工业,北京,尚未获投
下班约,市场伪需求/商业模式匮乏,2015-01-01,2019-06-01,4/5/0,社交网络,广东,天使轮
Bikernel,None,2015-09-01,2019-06-01,3/9/0,体育运动,陕西,尚未获投
Cureinstant,None,2015-07-01,2019-06-01,3/11/0,医疗健康,亚洲,尚未获投
hopetrip,None,2016-01-01,2019-06-01,3/5/0,旅游,广东,尚未获投
面易,None,2015-04-01,2019-06-01,4/2/0,教育,北京,天使轮
秘密花园,None,2015-02-01,2019-06-01,4/4/0,社交网络,上海,尚未获投
千迈,None,2015-01-01,2019-06-01,4/5/0,旅游,广东,不明确
ONO,创始人问题,2017-12-01,2019-06-01,1/6/0,社交网络,北京,战略投资
优储理财,None,2016-01-01,2019-06-01,3/5/0,金融,上海,尚未获投
玉德云康,None,2015-09-01,2019-06-01,3/9/0,医疗健康,北京,尚未获投
聚币网,None,2016-02-01,2019-06-01,3/4/0,金融,北京,已被收购
爱美无忧,None,2015-05-01,2019-06-01,4/1/0,电子商务,四川,尚未获投
亲秘办公室管家,业务调整/转型问题,2015-06-01,2019-06-01,4/0/0,企业服务,北京,A轮
创业猫,None,2015-11-01,2019-06-01,3/7/0,企业服务,广东,尚未获投
骆驼金融,政策监管,2016-04-01,2019-06-01,3/2/0,金融,北京,尚未获投
轩捷信息,None,2015-02-01,2019-06-01,4/4/0,汽车交通,北京,尚未获投
JustChinese维一教育,产品入场时机/烧钱,2015-03-01,2019-06-01,4/3/0,教育,北京,种子轮
FireDATA火据数据,业务调整,2016-01-01,2019-06-01,3/5/0,企业服务,北京,天使轮
LocalFounder,None,2015-01-01,2019-06-01,4/5/0,旅游,北美洲,尚未获投
18+,定价/成本问题/营销不足,2015-12-01,2019-06-01,3/6/0,智能硬件,浙江,尚未获投
非农数据,商业模式匮乏,2015-05-01,2019-06-01,4/1/0,金融,上海,尚未获投
苏州多麦网络,None,2015-01-01,2019-06-01,4/5/0,电子商务,江苏,尚未获投
学创科技,None,2015-04-01,2019-06-01,4/2/0,广告营销,广东,A+轮
遇见人工智能,None,2017-06-01,2019-06-01,2/0/0,文娱传媒,广西,尚未获投
趣学摄影网,行业竞争,2015-02-01,2019-06-01,4/4/0,教育,陕西,尚未获投
藏客,商业模式匮乏,2015-03-01,2019-06-01,4/3/0,社交网络,浙江,天使轮
豹便利,None,2017-11-01,2019-06-01,1/7/0,本地生活,上海,尚未获投
即利宝,None,2016-11-01,2019-06-01,2/7/0,金融,四川,尚未获投
小丘机器人,产品缺陷严重/业务过于分散,2015-11-01,2019-06-01,3/7/0,社交网络,北京,天使轮
菜到啦,融资能力不足/行业竞争,2015-01-01,2019-06-01,4/5/0,电子商务,上海,天使轮
车大大,None,2015-03-01,2019-06-01,4/3/0,汽车交通,辽宁,尚未获投
酷海淘,现金流断裂/定价/成本问题,2015-01-01,2019-06-01,4/5/0,电子商务,北京,天使轮
舞吧,None,2015-04-01,2019-06-01,4/2/0,体育运动,北京,尚未获投
一诺网,None,2015-01-01,2019-06-01,4/5/0,体育运动,四川,尚未获投
DoubleDate小嘿科技,市场伪需求,2015-04-01,2019-06-01,4/2/0,社交网络,北京,Pre-A轮
车8洗车,None,2015-03-01,2019-06-01,4/3/0,汽车交通,北京,尚未获投
知友,市场伪需求/产品入场时机/行业竞争,2015-05-01,2019-06-01,4/1/0,企业服务,北京,天使轮
易助368,None,2015-05-01,2019-06-01,4/1/0,房产服务,江苏,尚未获投
空天量子,None,2016-12-01,2019-06-01,2/6/0,教育,北京,天使轮
球迷邦,None,2015-02-01,2019-06-01,4/4/0,体育运动,上海,尚未获投
狂图动漫,None,2016-03-01,2019-06-01,3/3/0,文娱传媒,广东,尚未获投
美味美礼,None,2015-04-01,2019-06-01,4/2/0,本地生活,北京,尚未获投
唐朝安全巡航TangScan,业务调整/产品入场时机,2015-01-01,2019-06-01,4/5/0,企业服务,北京,A轮
米线用车,产品入场时机/行业竞争,2015-01-01,2019-06-01,4/5/0,汽车交通,北京,天使轮
爱贝科技,None,2015-05-01,2019-06-01,4/1/0,教育,上海,不明确
雅堂小超,None,2016-11-01,2019-06-01,2/7/0,本地生活,北京,尚未获投
米金社,融资能力不足/政策监管,2015-07-01,2019-06-01,3/11/0,金融,浙江,尚未获投
一会网,None,2015-04-01,2019-06-01,4/2/0,企业服务,上海,不明确
直上,None,2015-06-01,2019-06-01,4/0/0,教育,北京,尚未获投
